gene,slope_z,r,p,n_cells_expr,biotype
Rhbdd1,0.0324174564293635,0.0295880781984544,0.0075224804104315,8159,protein-coding
Col4a4,-0.0288484631850166,-0.0415169945003445,0.0013453135660848,5961,protein-coding
Col4a3,-0.0395026394231561,-0.0545721887382253,5.682050190489878e-05,5436,protein-coding
Mff,-0.0020011888705386,-0.002171618197751,0.5859551755559671,62918,protein-coding
Tm4sf20,1.1218393293236413,0.3322870943425669,1.2725004775860057e-43,1642,protein-coding
Agfg1,0.0048913264312143,0.0050255031673986,0.4534721471954919,22253,protein-coding
Slc19a3,-0.0398629111415241,-0.0767496041046338,0.0311154662153174,789,protein-coding
Ccl20,-0.0290488255111089,-0.0288495396153946,0.1762576102433799,2199,protein-coding
Sphkap,0.1997900867684519,0.1059453682189748,0.000862510962456,986,protein-coding
Pid1,0.0160776988378631,0.0146968115985141,0.0832548428492235,13891,protein-coding
Dner,0.0185023452695494,0.0154600535290499,0.7503534414553699,426,protein-coding
Trip12,0.0201166992579095,0.0196752607941509,8.833854121637547e-05,39701,protein-coding
Fbxo36,-0.0322193065271802,-0.0316529834458882,0.0105996877408589,6518,protein-coding
Slc16a14,0.0014372292833279,0.0029170819273969,0.9374591919374244,726,protein-coding
Gm7609,0.0022887384223806,0.0023121885480633,0.8700695087595947,5007,protein-coding
Sp110,0.0034691643138163,0.0041740062583645,0.3816560521180044,43932,protein-coding
Sp140,0.0019488139551358,0.0025584606649537,0.6172330502995971,38161,protein-coding
Sp100,0.0243416901841942,0.0266414807332165,0.0002488956512152,18904,protein-coding
A630001G21Rik,-0.0026681211503614,-0.0038341831503674,0.6733325843103075,12092,protein-coding
Cab39,0.0420063426048439,0.0403082333529017,3.016894779269716e-18,46666,protein-coding
Itm2c,0.0485239138970732,0.0446816784439217,1.1865873551687873e-29,63997,protein-coding
Gpr55,0.0237017366857082,0.0260675945063927,0.441229645246152,875,protein-coding
2810459M11Rik,-0.2021580554526632,-0.0798051155481688,0.0072488724994538,1131,protein-coding
Psmd1,0.0186620874068198,0.0196998555227522,1.1182703146832044e-05,49719,protein-coding
Htr2b,-0.040152390837619,-0.0540692526002489,0.3648178771335301,283,protein-coding
Armc9,0.0892901686133495,0.0854210845986425,4.495007011583347e-05,2276,protein-coding
B3gnt7,-0.1308315896078959,-0.1224565376342342,7.635837057681049e-08,1915,protein-coding
Ncl,-0.0368596567741498,-0.0400362278935069,1.4343314992021292e-39,108009,protein-coding
Ptma,-0.0262179097763272,-0.02683574856925,3.1144434348759833e-24,143177,protein-coding
Pde6d,0.0285675968322987,0.0319143264972967,1.9579462950124276e-08,30949,protein-coding
Cops7b,0.035956266076041,0.0428253505860592,1.7512655192981406e-05,10049,protein-coding
Nppc,-0.0293108005175682,-0.0352512752807345,0.1248283172083511,1897,protein-coding
Dis3l2,0.0259556989893676,0.0232822386980842,0.0539272673255846,6854,protein-coding
Alpi,0.4702687820354565,0.1082511108378012,0.041799176398161,354,protein-coding
Ecel1,0.0021938412725888,0.0037761491644582,0.964045565599947,145,protein-coding
Chrnd,0.0105514365233427,0.0222072623104373,0.8745863367411832,53,protein-coding
Eif4e2,0.0019302661767561,0.002075673148668,0.6124542852026277,59564,protein-coding
Efhd1,-0.0312870172007744,-0.0360713134601172,0.0013582712007168,7884,protein-coding
Gigyf2,-0.0024784943347619,-0.0024000747443971,0.7528098383941808,17221,protein-coding
Kcnj13,0.0282219596527779,0.0253959134542394,0.6392858322090753,343,protein-coding
Ngef,-0.0512741291482454,-0.0497722065790092,0.000135882120063,5872,protein-coding
Neu2,-0.1145662589455775,-0.1119345586990397,0.0006618189273695,922,protein-coding
Inpp5d,0.013601536964638,0.0160420763175233,0.0224136222323236,20258,protein-coding
Atg16l1,0.0223313271704884,0.0208444113466748,0.0285643736851717,11033,protein-coding
Sag,-0.017749295060035,-0.0258347734564834,0.5290294924429202,596,protein-coding
Dgkd,-0.0157777207609915,-0.0151819741842668,0.0335841559958466,19592,protein-coding
Usp40,0.0169770883201817,0.0168342189650494,0.1567968208151336,7076,protein-coding
Ugt1a9,0.0,0.0,1.0,30,protein-coding
Ugt1a7c,-0.0903165873760545,-0.0385392521320592,0.1387592769904469,1477,protein-coding
Ugt1a6b,-0.0660904596468529,-0.1029246983739203,0.2715715125437712,116,protein-coding
Ugt1a6a,-0.1834190496458528,-0.083069638658787,0.2446248212877869,198,protein-coding
Ugt1a5,0.0607618721530493,0.0378453894247424,0.7389143257462567,80,protein-coding
Ugt1a2,-0.0398746772559408,-0.0608088013624813,0.1665851117163537,519,protein-coding
Dnajb3,-0.0016977054237842,-0.0025953447660588,0.899910776701227,2351,protein-coding
Ugt1a1,0.0213947992213202,0.0057970890494762,0.9192919327810094,308,protein-coding
Hjurp,0.0234457680629963,0.0239837901715843,0.0276885812937687,8427,protein-coding
A730008H23Rik,0.072945515130546,0.0394674502811115,0.67674021211595,114,protein-coding
Spp2,-0.0777085549333794,-0.0713566520585714,7.033080728604268e-09,6570,protein-coding
Glrp1,0.2195941267961169,0.2168515843979388,4.100420899805207e-06,443,protein-coding
Arl4c,-0.0241286182462055,-0.0317122213618974,1.952491987685485e-07,26916,protein-coding
Sh3bp4,0.1074588775447482,0.1009856522555345,3.2939399591720014e-21,8720,protein-coding
Agap1,0.0435156079924882,0.0389492852872933,9.273642462581084e-07,15859,protein-coding
Gbx2,0.0632865878733131,0.0997239796243853,0.4330252871752743,64,protein-coding
Cops8,0.0349908782560463,0.0382527518709577,8.476196207242439e-18,50427,protein-coding
Col6a3,-0.0198210867343181,-0.0213898874649988,0.008877441229851,14965,protein-coding
Mlph,-0.083224028778332,-0.0551751955171119,0.0036318163196882,2777,protein-coding
Rab17,-0.08787758649164,-0.0476336569588204,0.0018239274628855,4281,protein-coding
Lrrfip1,9.996203831117558e-05,0.0001119328320432,0.9792081034284382,54214,protein-coding
Rbm44,0.0081123227678502,0.0207515922159688,0.7249143606224233,290,protein-coding
Ramp1,-0.0299292355786261,-0.0420320733909993,1.7457309254751e-15,35819,protein-coding
Ube2f,-0.000685602828956,-0.0007200618747023,0.8777386668819812,45646,protein-coding
Scly,0.0303077190962002,0.0298698631373532,0.0001232208720237,16519,protein-coding
Espnl,0.0432701993316171,0.0491641385440158,0.5515554840163877,149,protein-coding
Klhl30,-0.0252826051106858,-0.0454824336500445,0.4713817064098304,253,protein-coding
Ilkap,0.010166690982771,0.0111446813955731,0.0158830513212232,46824,protein-coding
Hes6,-0.0250341457689643,-0.0288132496751029,5.079753199222044e-07,30384,protein-coding
Per2,0.0587482351732812,0.0611194578896969,4.131911493761062e-05,4494,protein-coding
Traf3ip1,0.0288656009254894,0.0297869992920811,0.0365686209032636,4926,protein-coding
Asb1,-0.000386329611519,-0.0004615885885672,0.9723797538136218,5629,protein-coding
Twist2,-0.0064126509313431,-0.0071736774748628,0.6304472662649511,4500,protein-coding
Hdac4,0.0084953653927018,0.0092593107464373,0.3245940026815302,11320,protein-coding
Ndufa10,-0.0060215464803825,-0.0065867395135949,0.1254481943259946,54120,protein-coding
Otos,0.0791133460116377,0.1042095903248795,0.0025243495654266,838,protein-coding
Gpc1,0.0147953285976069,0.0243915179643733,0.0042279141349774,13753,protein-coding
Dusp28,-0.0012791751969657,-0.0013964856377477,0.8845654289562093,10811,protein-coding
Rnpepl1,0.0492776255047537,0.0458081700813972,3.155045614076005e-19,38248,protein-coding
Capn10,0.0088631183808759,0.0082233290005365,0.5178556854280091,6186,protein-coding
Gpr35,-0.0574509819168298,-0.0735976272519236,6.996176019267443e-08,5354,protein-coding
Aqp12,-0.1481801367847028,-0.1594100722352578,2.299417531739016e-11,1739,protein-coding
Kif1a,0.2296864401732677,0.1588708685149268,7.758387254321426e-17,2720,protein-coding
Agxt,-0.0020645232017247,-0.0010086284627524,0.9732471910862286,1108,protein-coding
Sned1,-0.1010147119236717,-0.0813409875129416,0.1223883178796198,362,protein-coding
Pask,-0.0215055956908482,-0.0401984138663532,0.1398868410466641,1350,protein-coding
Ppp1r7,0.0084839621010557,0.0088507308334055,0.1544886263535272,25882,protein-coding
Ano7,0.348799924628938,0.3135366833759594,0.3477838095346198,11,protein-coding
Hdlbp,0.0533926574778833,0.0499741898490753,6.166585467863227e-33,57152,protein-coding
Farp2,-0.0649536890950659,-0.0398514587192571,0.0428061966666641,2584,protein-coding
Stk25,0.1164567800039516,0.1009486773701738,2.447603294694012e-85,37418,protein-coding
Bok,-0.0041099973175261,-0.0036117542811201,0.6210913614463116,18733,protein-coding
Thap4,-0.0149629071243641,-0.0148132573095441,0.0370432058922382,19817,protein-coding
Atg4b,0.0189300542882828,0.0182310500344198,0.003697891302665,25351,protein-coding
Dtymk,-0.0359569101226136,-0.0473866095882993,2.5958135052786743e-22,41989,protein-coding
Ing5,0.0236243232681378,0.025816697100688,0.0051168384251819,11758,protein-coding
D2hgdh,0.005856989020282,0.0057230006927593,0.6730996929306016,5437,protein-coding
Gal3st2,0.2464892457999021,0.0595285817867592,0.1636634702398896,549,protein-coding
Neu4,0.1214421226545504,0.0276479256506857,0.9078860651364266,20,protein-coding
Pdcd1,-0.0189560557853031,-0.0308726149395945,0.1521403711770755,2153,protein-coding
Fam174a,0.0152521446986406,0.0149439977635904,0.0007226109687491,51179,protein-coding
St8sia4,0.0166526723161271,0.0196972424981762,0.0191209549469255,14151,protein-coding
Slco4c1,0.0173249365564577,0.0321269559677652,0.3172753615335036,971,protein-coding
Ppip5k2,0.0121343022707953,0.0114847681265375,0.2519323062111817,9953,protein-coding
Gin1,0.0429231597607632,0.0478061064897715,0.001460332530638,4429,protein-coding
Pam,0.0458022781281584,0.0427354079104291,2.351448575943457e-12,26899,protein-coding
Cntnap5b,-0.1086398136781855,-0.5860482640914916,0.0004244038171153,32,protein-coding
Cdh20,-0.6212762757919907,-0.3989199007285528,0.0159503494433871,36,protein-coding
Rnf152,0.0324585748704755,0.017885606161697,0.186488121755442,5457,protein-coding
Pign,0.0132916931370799,0.0116717595397679,0.3176908570766639,7331,protein-coding
Tnfrsf11a,0.0060795060535757,0.0036939847920317,0.8260748063927091,3541,protein-coding
Zcchc2,0.0325508055982701,0.0271415142142502,0.0072685964991626,9780,protein-coding
Phlpp1,0.0463104397996594,0.0433978083371264,8.272579929696483e-05,8222,protein-coding
Bcl2,-0.0371442809398732,-0.0456652592308805,1.0335380708127236e-17,35187,protein-coding
Kdsr,0.0395660480811573,0.0412301938562237,9.883522882048471e-10,21954,protein-coding
Vps4b,0.0285842547520025,0.0277767778688406,2.5515773465585167e-09,45995,protein-coding
Serpinb5,-0.0965915254523124,-0.1028231322007611,2.303058213134585e-39,16215,protein-coding
Serpinb12,0.0666898702191053,0.1206133570777435,9.122093846460561e-14,3793,protein-coding
Serpinb13,0.0193882206443592,0.035993435264523,0.3832284700794061,589,protein-coding
Serpinb3a,0.0442326622427525,0.0771381570113464,1.269142906294451e-06,3935,protein-coding
Serpinb3d,0.0315254659655674,0.0828852046551844,0.5972151195904489,43,protein-coding
Serpinb3b,-0.0001766433688428,-0.0003648223189687,0.9875533822827762,1831,protein-coding
Serpinb3c,0.0246824770574575,0.0575699553282102,0.1713936848972529,566,protein-coding
Serpinb11,-0.0277831116251515,-0.0566010099672921,0.023964406212709,1591,protein-coding
Serpinb7,-0.0003613126721309,-0.0006729764601682,0.97142352101778,2836,protein-coding
Serpinb2,-0.0295401052088021,-0.0573575061948066,4.332435296965108e-07,7753,protein-coding
Serpinb8,0.0169078126410234,0.0232428681932861,0.0313739953455742,8575,protein-coding
Cdh7,0.1095100507293724,0.0694852046672329,0.4394447102677475,126,protein-coding
Cdh19,-0.0050254053453206,-0.0051358024965786,0.9514574487639372,143,protein-coding
Dsel,0.0671123894476858,0.068655960727594,6.508238024571209e-07,5242,protein-coding
Cntnap5a,-0.0211831963197313,-0.043181857717268,0.856552680819312,20,protein-coding
Tsn,-0.0027655512465895,-0.0031147136920259,0.4303279603828523,64110,protein-coding
Clasp1,0.007445726457068,0.0070482648524317,0.3830275596088682,15320,protein-coding
Tfcp2l1,-0.0986080946223904,-0.0804071211389762,1.919039550889301e-12,7644,protein-coding
Gli2,0.0103095856721465,0.015555071999094,0.508499245120859,1809,protein-coding
Inhbb,0.0899311749976174,0.0877465883083988,3.219586943987032e-07,3381,protein-coding
Ralb,0.0875265478321817,0.0820182611865258,9.017394249713019e-61,40072,protein-coding
Tmem185b,0.0159538896791772,0.0170081384660237,0.0172952699242849,19587,protein-coding
Ptpn4,-0.0166683288279555,-0.015470032655659,0.4251360057265085,2660,protein-coding
Tmem177,0.0024786434135249,0.002814600734963,0.8483067232339412,4621,protein-coding
Sctr,0.0423211410580066,0.0402547386757082,0.6283201930516458,147,protein-coding
Tmem37,-0.0901656621352334,-0.0613481620382437,8.555848756281637e-12,12370,protein-coding
Dbi,-0.0056730225902166,-0.0056289232010554,0.0726408930459324,101700,protein-coding
3110009E18Rik,-0.0058797004998967,-0.0083733062458974,0.442698011136858,8407,protein-coding
Steap3,0.0600335075470896,0.0655820452725392,2.405525095754262e-11,10352,protein-coding
C1ql2,-0.0330066861579405,-0.0220718866614214,0.9112342247742166,28,protein-coding
Marco,0.1005781692146006,0.0525983604405807,0.0407898930835459,1513,protein-coding
En1,-0.0770919628871691,-0.0929023001144748,0.0002485758393361,1551,protein-coding
Insig2,0.0230148523513587,0.0196903020311936,0.0004579031826336,31669,protein-coding
Ccdc93,-0.0350777522904688,-0.028291042852527,0.0120988020822944,7866,protein-coding
Ddx18,0.0163564217800195,0.0174701999129463,0.000612937024459,38450,protein-coding
Dpp10,0.055743762661587,0.0289585137173876,0.5892388415208962,350,protein-coding
Actr3,-0.0458431370087931,-0.0486788393451993,5.034095387102835e-61,114492,protein-coding
Slc35f5,0.1900878014546987,0.1377138256187068,1.0566237617013086e-93,22025,protein-coding
Gpr39,-0.0314271721170844,-0.0175973237253104,0.4633384406104319,1739,protein-coding
Lypd1,-0.0754934526271759,-0.0822276601612975,0.0552763857904903,544,protein-coding
Nckap5,-0.0484407393728369,-0.0398682624074144,0.0547485316898177,2322,protein-coding
Mgat5,-0.0110975951793689,-0.0081514975923374,0.751623258791781,1510,protein-coding
Tmem163,-0.0462004516722081,-0.0538419160426108,0.0001805185711175,4833,protein-coding
Acmsd,0.010454739939239,0.0192978973510061,0.5079825235371822,1179,protein-coding
Ccnt2,0.0222976128574335,0.0206637695973644,0.0848590109783923,6955,protein-coding
Rab3gap1,0.0150256171755361,0.0144360826646896,0.0568682671560499,17402,protein-coding
Zranb3,0.0403673506163136,0.0422353553037281,0.068442441018642,1862,protein-coding
R3hdm1,0.0249220038659472,0.0241092153921399,0.0004585644091573,21118,protein-coding
Ubxn4,0.0257306933815393,0.0256663263389003,2.2543567515514223e-11,67890,protein-coding
Lct,0.0147959295880955,0.0400153561256291,0.6131578435481875,162,protein-coding
Mcm6,-0.0251653567845534,-0.0335097425616805,3.8240149566465337e-07,22949,protein-coding
Cxcr4,0.0172565251692792,0.0242066564565132,0.0001609279565616,24297,protein-coding
Thsd7b,0.0845232179084437,0.0831910671387775,0.2866085507765991,166,protein-coding
Cd55,0.002028734495075,0.0022057043804014,0.7364975814072185,23276,protein-coding
C4bp,-0.075219376340976,-0.0361757339828613,0.1072998887554029,1983,protein-coding
Pfkfb2,0.1419362908132417,0.1139278756310951,1.3837697936254087e-32,10818,protein-coding
Yod1,0.0008663731449242,0.0009374554876104,0.9331455750228546,8010,protein-coding
AA986860,0.0030682240738946,0.0026006930937062,0.8356493265404101,6366,protein-coding
Fcamr,-0.0713323168116748,-0.1411275053796005,0.0602409578344496,178,protein-coding
Pigr,-0.1519361173488471,-0.0774781134897785,6.082192451203791e-11,7110,protein-coding
Il24,-0.0152594574436399,-0.0297470239407809,0.6993299032343037,171,protein-coding
Il19,-0.0435865194890031,-0.0933092052475097,0.3985448837177567,84,protein-coding
Il10,-0.0293219509575388,-0.0336836215730022,0.1815181941585124,1575,protein-coding
Mapkapk2,-0.0064702498139447,-0.0068992713629623,0.1429397089237812,45086,protein-coding
Dyrk3,-0.005827706527554,-0.0074599076963878,0.5706907505736389,5780,protein-coding
Eif2d,0.020003147531342,0.0215806392531496,0.0018701827353496,20767,protein-coding
Rassf5,-0.0190027728550737,-0.026213038357723,3.51001299778898e-06,31304,protein-coding
Ikbke,-0.0166565164342406,-0.0172416727414248,0.0750083439704248,10664,protein-coding
Srgap2,0.0953226867796164,0.090439084203284,4.729194286968023e-28,14684,protein-coding
Fam72a,0.0586748497915915,0.071123586391851,2.3789839514146072e-05,3524,protein-coding
Avpr1b,-0.0284306297048883,-0.051813483342108,0.6459597459348201,81,protein-coding
Ctse,-0.0346641289043768,-0.0515252662692655,2.5814128541266255e-07,9986,protein-coding
Slc26a9,0.0473674236917116,0.0630946664811597,0.2704196888837626,307,protein-coding
Pm20d1,-0.1222100738517031,-0.0867412896401153,1.1481772094415458e-05,2551,protein-coding
Slc41a1,0.0231029270161826,0.0251161195320026,0.0022197551026027,14833,protein-coding
Nucks1,-0.018421966728376,-0.0205888675368566,1.196677353667586e-07,66104,protein-coding
Slc45a3,0.029721491710811,0.0250940022725107,0.1144554337091592,3958,protein-coding
Elk4,-0.0283434833471278,-0.0262463909905444,0.1237261803029429,3441,protein-coding
Cdk18,-0.052444088813067,-0.0303384741389423,0.0330181126686112,4938,protein-coding
Lemd1,0.0551852993652305,0.1440781253218777,0.5944804797484089,16,protein-coding
Klhdc8a,-0.0425733948035806,-0.051545864341331,0.002049484899283,3575,protein-coding
Nuak2,0.0207798943946648,0.0178006754400667,0.0058839601450062,23938,protein-coding
Tmcc2,-0.0670730426616042,-0.0703253629141485,6.470281525283707e-13,10430,protein-coding
