gene,slope_z,r,p,n_cells_expr
Syde2,0.017756546485566838,0.020591726581824104,0.287315216695162,2672
Wdr63,0.02654152652364406,0.03499810172554161,0.6614142212071765,159
Mcoln3,-0.006281889104055607,-0.010745151101731734,0.8917160839696853,163
Mcoln2,-0.048898061336352286,-0.056674507084571994,0.0005179493181900328,3748
Lpar3,-0.038453253345978204,-0.04646278718693118,0.003333469259607982,3989
Gm10636,0.009952753937839346,0.014361161827874253,0.9000353498593532,79
Ssx2ip,0.0541377512753554,0.04897144826428606,5.237868693474426e-09,14204
Ctbs,0.0334450867671738,0.033766600469298136,0.00059223894317094,10346
Spata1,0.04000399476957457,0.03632865489018358,0.15099362673096764,1564
Gng5,0.03571321661014332,0.0364042887716046,2.0522106440354436e-40,133569
Rpf1,0.013472850098950686,0.014831734137164827,0.00753681431526278,32458
Dnase2b,0.008203988242700692,0.004946594192183929,0.9242465558977309,372
Uox,-0.073674062632731,-0.03678977373074021,0.07702222402791957,2311
4930503B20Rik,-0.05195850281423878,-0.03440502695284233,0.8791880348934166,22
Prkacb,0.05535966828859094,0.05335880965096253,4.34803472459621e-19,27957
