__mclCluster,EnrichmentMap::-log10(pvalue) (con_up),EnrichmentMap::-log10(pvalue)*sign(NES) (con_up),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (con_up),EnrichmentMap::ES (con_up),EnrichmentMap::fdr_qvalue (con_up),EnrichmentMap::fwer_qvalue (con_up),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (con_up),EnrichmentMap::pvalue (con_up),name,selected,shared name
48,3,3,3,0.999,,1E-3,,BMP4|DUSP2|HMGA2|ONECUT1|COL12A1|DUSP4|COL7A1|DUSP5|ITGA4|COL11A1|LAMA3|ITGA7|SOX7|FN1|ZFP36L1|COL5A2|MIXL1|HOXC11|NKX2-1|CTR9|HSBP1|SSBP3|BRD3|ITGB2|COL4A2|PELO|DKK1|COL8A1|BMPR1A|COL6A1|PAX9|MMP14|MMP2|HDAC1|CTNNB1|SMAD3|EXT1|COL5A1|LAMC1|MYH9|HNF1B|ITGA5|LAMB1|INHBA|ITGAV|ITGB5|MAP2K1|DUSP1|MED12|CDC73|SMAD4|GATA4|LAMB3|MMP15|GATA6|MESP1|SMAD2|TGFB1|NOTCH1|EOMES|EPB41L5|SETD2|MACROH2A1|ARC|MMP9|LEO1|NCKAP1|BPTF|MMP8|POU5F1|RTF1|TBX20|LHX1|PAF1|TNRC6A|NODAL|KIF16B|NOG|APELA|GRB2|SOX17|VTN|SOX2|NR0B1|FGF8|GDF3|NANOG,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ENDODERM_DEVELOPMENT,87,ENR,GOBP_ENDODERM_DEVELOPMENT,1,1E-3,GOBP_ENDODERM_DEVELOPMENT,FALSE,GOBP_ENDODERM_DEVELOPMENT
29,3,3,3,0.999,,1E-3,,BMAL1|BTRC|NLGN1|FBXW11|ADORA2A|GHRH|BMAL2|RORC|GHRL|KAT5|CLOCK|NKX2-1|GHRHR|PRKG1|NPY2R|RORA|THRAP3|MTNR1B|CRH,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM,19,ENR,GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM,1,1E-3,GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM,FALSE,GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM
34,3,3,3,0.999,,1E-3,,NEMP1|EPB42|FAM210B|HBZ|HDAC6|EPO|HEATR3|RAC1|RAC2|TRIM58|L3MBTL3|RHEX|DIAPH3|G6PD|KLF2|PLA2G10|PTBP3|TAL1|MAEA|BAP1|ERCC2|FLVCR1|ZBTB7A|BRD1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ERYTHROCYTE_MATURATION,24,ENR,GOBP_ERYTHROCYTE_MATURATION,1,1E-3,GOBP_ERYTHROCYTE_MATURATION,FALSE,GOBP_ERYTHROCYTE_MATURATION
9,3,3,3,0.999,,1E-3,,NAPA|CHRNA3|DYSF|CHRNB4|NRXN2|NGF|RIMS2|RAB3A|PREPL|P2RX7|RAP1A|RAP1B|FER1L5|ATP2A2|SNCAIP|BAIAP3|SLC38A2|PSEN1|PTPRN2|BRSK1|CADPS|CADPS2|MYOF|PRKCG|KMO|DTNBP1|OSBPL2|SLC4A8|SNCG|SNAP23|FMR1|PIP5K1C|SLC32A1|LIN7A|LIN7B|LIN7C|SYNGR3|TACR2|GPR158|NLGN1|NRXN1|PFN2|STXBP5|PCLO|CACNA1B|CPLX2|PDZD11|CPLX4|DNAJC5|PPFIA2|BRAF|PPT1|NPY|GPR151|CALM3|DOC2A|CAMK2A|DOC2B|SEPTIN5|CDK5|ERC2|GGCX|OTOF|PNKD|PPFIA3|SNAP25|ASIC1|STXBP1|STXBP2|GRIK5|STXBP3|CPLX1|MCTP1|SYN1|MCTP2|SYN2|RIMS1|SYN3|RIMS3|RIMS4|SYT11|RAB5A|SYT4|SNPH|SV2A|SV2B|SV2C|SLC30A1|SYT10|KCNJ8|SYT12|ADORA2A|TPRG1L|BLOC1S6|UNC13A|UNC13B|PRRT2|UNC13C|VAMP2|CASK|P2RX1|RPH3A|P2RY1|RPH3AL|SNAP29|SNAPIN|SNAP47|ABCC8|CSPG5|KCNMB4|MEF2C|STX11|STX19|STX1A|GPER1|STX1B|STX2|TSPOAP1|SNCA|SYP|EFR3A|SYT1|SYT13|SYT2|SYT5|SYT8|SYT9|NF1|RAB3GAP1|SYNJ1|AP2B1|MICU3|PRKN|PRKCB|NAPB|SCRIB|SYT7|WNT7A|BGLAP|VPS18|HCRT|DVL1|PPP3CA|FBXL20|BEST1|CACNB4|SLC6A9|LRRK2|FBXO45|GRM4|GIT1|HRH3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEUROTRANSMITTER_SECRETION,152,ENR,GOBP_NEUROTRANSMITTER_SECRETION,1,1E-3,GOBP_NEUROTRANSMITTER_SECRETION,FALSE,GOBP_NEUROTRANSMITTER_SECRETION
18,3,3,3,0.999,,1E-3,,SKI|HAND2|PPARG|TNFAIP6|CITED1|RORB|TRPM4|VEGFC|IPO7|PTEN|CHRD|IGFBP5|LIMD1|RANBP3L|TWSG1|GSK3B|NOCT|HOXA2|SMAD3|TNF|CRIM1|TWIST2|BAMBI|MEN1|CDK6|SMAD6|SEMA4D|RIOX1|UCMA|NOTCH1|SUFU|ID1|PTCH1|HDAC7|ID2|ERFE|AXIN2|TMEM53|FGF23|ID3|TOB1|NBR1|NOG|TMEM64|AREG|SFRP1|TWIST1|OSTN|GREM1|SOX9|LRP5,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,51,ENR,GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,1,1E-3,GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,FALSE,GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION
,3,3,3,0.999,,1E-3,,DNASE1L3|FOXL2|IL6|APAF1|CIDEA|DICER1|NMNAT1|GATA5|VPS54|DFFA|DFFB|HSF1|DNASE2|ENDOG|DNASE2B|BAX|CECR2|EXOG,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_APOPTOTIC_DNA_FRAGMENTATION,18,ENR,GOBP_APOPTOTIC_DNA_FRAGMENTATION,1,1E-3,GOBP_APOPTOTIC_DNA_FRAGMENTATION,FALSE,GOBP_APOPTOTIC_DNA_FRAGMENTATION
14,3,3,3,0.999,,1E-3,,UGCG|CLDN1|LHX2|DLL1|LDB2|LSR|KRT16|EDA|NSDHL|EDAR|FZD3|SOX21|ELOVL1|ALX4|ATP7A|WNT5A|DSC1|IGFBP5|PDGFA|SFN|LAMA5|COL6A1|GAL|HDAC1|SLC39A7|HDAC3|RBPJ|PIAS4|TFAP2C|CDH3|TNFRSF19|DSG4|FOXN1|FOXQ1|KRT25|DKK4|KRT27|GRHL1|KRT28|KPRP|SMO|FLG2|PKP3|CYSRT1|SRF|CLDN4|DLX3|AP3B1|FST|KDF1|HRNR|TMPRSS11F|PLA2G10|STARD7|ZMPSTE24|BCL2|HOXC13|SAV1|FOXE1|FZD6|LGR5|ALOX12|ALOX12B|ALOXE3|FA2H|SPINK5|TP63|MYSM1|FGFR2|GORAB|CD109|DNASE1L2|LGR4|TMEM79|NUMA1|WNT10B|ACVR1B|FGF7|DKK1|SOX18|CYP26B1|APCDD1|FUZ|NGFR|INTU|WNT10A|IL18|GNAS|CTNNB1|EXT1|KRT84|TNF|TRPC4AP|GRHL3|INHBA|LDB1|NF1|FERMT1|SNAI1|KRT1|SMAD4|HDAC2|ERCC2|NAGLU|GATA6|HPSE|NOTCH1|ABCA12|STMN1|MSX2|GLI2|GBA1|NSUN2|SHH|RELA|LRP4|PLEC|TRADD|FLG|KRT17|PUM2|MET|NFKBIZ|TGM3|VANGL2|EGFR|KLF4|NOM1|SOS1|ZNF750|FGF10|SOX9|ZDHHC21|SOSTDC1|FOXI3|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SKIN_EPIDERMIS_DEVELOPMENT,136,ENR,GOBP_SKIN_EPIDERMIS_DEVELOPMENT,1,1E-3,GOBP_SKIN_EPIDERMIS_DEVELOPMENT,FALSE,GOBP_SKIN_EPIDERMIS_DEVELOPMENT
,3,3,3,0.999,,1E-3,,TERF1|CDT1|FBXO5|TIPIN|RAD17|TP53|TIMELESS|S100A11|TSPYL2|TTF1|BCL6|GMNN|SLFN11|ENPP7|GTPBP4|ATR|CAMSAP3|WAPL|DYNLL1|PDS5A|LIG3|HCRT|CDC6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION,23,ENR,GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION,1,1E-3,GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION,FALSE,GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION
1,3,3,3,0.999,,1E-3,,ALPL|BMP4|NAB1|PHOSPHO1|GALNT3|TRIP11|COL2A1|RARB|BPNT2|CSGALNACT1|RARG|NPPC|FOSL2|PEX7|RUNX2|IFT80|DLX5|STC1|TSKU|COL13A1|MEF2C|COL27A1|MATN1|MMP14|GHR|SERPINH1|BMP6|EXT1|CBS|CER1|HOXA11|TGFBR2|TRPV4|SMPD3|IHH|MMP13|SHOX2|RARA|FOXC1|COL1A1|NAB2|POR|ATF2|COL3A1|SCX|COMP|NPR2|AXIN2|POC1A|THBS3|MMP16|ZMPSTE24|BMPR2|EXT2|FGF18|INPPL1|TMEM119|BMPR1B|FGFR3|SOX9,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,60,ENR,GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,1,1E-3,GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,FALSE,GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS
13,3,3,3,0.999,,1E-3,,CHRNA1|KCNMB3|SCN1A|SCN2A|CHRNB4|SCN4B|HCN1|CACNA1I|GRIA1|ASIC5|FGF12|P2RX1|FMR1|GBA1|SCN9A|GLRA1|NPR2|TRPA1|DRD1|BBS10|KCNA1|SCN11A|KCND2|KCNMB2|MYH14|KCNMB4|GPER1|KCNQ3|KCNA2|KCNK2|ANK3|GPRIN3|GRIK2|GPR88|SOD1|MTNR1B|MTOR,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEURONAL_ACTION_POTENTIAL,37,ENR,GOBP_NEURONAL_ACTION_POTENTIAL,1,1E-3,GOBP_NEURONAL_ACTION_POTENTIAL,FALSE,GOBP_NEURONAL_ACTION_POTENTIAL
,3,3,3,0.999,,1E-3,,CLDN12|TJP2|CD2AP|OCLN|ANGPT1|CLDN1|ACTB|WNK3|CLDN3|CLDN5|DMD|ITGB1|LSR|JAM2|CDH5|GJA1|GJB6|JAM3|SLC1A1|VEGFA|ESAM|F11R|MBP|ABCC8|TJP1|TJP3|SH3GL2|ABCB1|IL6|TSPAN12|LAMC1|LAMA2|SLC12A2|ACTG1|VCL|PECAM1|ZEB2|MFSD2A|NAGLU,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER,39,ENR,GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER,1,1E-3,GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER,FALSE,GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER
5,3,3,3,0.999,,1E-3,,EPHB2|MESD|CHRNB1|NLGN3|SLC30A1|MUSK|DOK7|LRRC4|SHISA7|NRXN2|ETV5|DNAJA3|RAC1|RELN|FARP1|GLRB|FNTA|DVL1|FZD9|GPHN|LRP4|NLGN1|CRIPT|NLGN2|NRXN1|CRK|CRKL|GDNF|SHANK3|DLG4|CHRDL1|LHFPL4|SLC7A11|ZMYND8|SHISA6|SSH1|RER1|CDH2|FRRS1L|COLQ|ZDHHC2|RAPSN|APOE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,43,ENR,GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,1,1E-3,GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,FALSE,GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION
38,3,3,3,0.999,,1E-3,,WNT3A|JAG1|AXIN1|E2F1|ENPP1|WNT10B|WNT5A|DDIT3|LRP3|TRIO|TGFB1I1|TRIB2|GPER1|TRIB3|WNT1|FOXO1|GATA2|ID4|SMAD3|TNF|TRPV4|MMP11|BMAL1|TGFB1|CCN4|MSX2|WWTR1|BBS12|YAP1|SIRT1|VEGFA|ADIPOQ|SORT1|CCDC85B|ANKRD26|JDP2|PTGR3|INSIG1|RUNX1T1|IL6|ASXL1|GPS2|ZFPM2|C1QL4|SOD2|SLC7A10|ZFP36L2|FLCN|BMP2|RORA|SIRT2|TLCD3B|FERMT2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,53,ENR,GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,1,1E-3,GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,FALSE,GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION
20,3,3,3,0.999,,1E-3,,H6PD|REST|DKK3|UBIAD1|SRD5A2|ADM|PDSS2|GPRC6A|SCP2|SIRT5|DGKQ|COQ9|EGR1|BMP6|CREB1|ADCK2|COQ4|COQ6|PDSS1|COQ7|COQ8A|COQ8B|DAB2|INHBA|SIRT6|DKKL1|HSD17B3|LHB|RTN4IP1|HSD17B1|TPI1|CYP19A1|AKR1C3|BGLAP|FDX2|PRKG1|COQ5|STARD7|BMP5|GGCX|CACNA1H|FDXR|CLCN2|STARD3|COQ2|NDUFA9|COQ3|BMP2|PPTC7|CYP11B1|WNT4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_KETONE_BIOSYNTHETIC_PROCESS,51,ENR,GOBP_KETONE_BIOSYNTHETIC_PROCESS,1,1E-3,GOBP_KETONE_BIOSYNTHETIC_PROCESS,FALSE,GOBP_KETONE_BIOSYNTHETIC_PROCESS
3,3,3,3,0.999,,1E-3,,NSD2|SMO|ACVR1|WNT11|NOTCH2|CCN1|ANK2|SOX4|DAND5|GJA5|MDM4|ZFPM1|ISL1|TBX5|WNT5A|GATA4|HEY2|NKX2-5|TBX20|BMPR2|NPHP3|MDM2|TGFB2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ATRIAL_SEPTUM_DEVELOPMENT,23,ENR,GOBP_ATRIAL_SEPTUM_DEVELOPMENT,1,1E-3,GOBP_ATRIAL_SEPTUM_DEVELOPMENT,FALSE,GOBP_ATRIAL_SEPTUM_DEVELOPMENT
159,3,3,3,0.999,,1E-3,,BMP4|REST|FOXA1|VWC2L|NEUROD2|NCOA1|UPF3B|DMD|EPO|NGF|BCL6|ZC4H2|CPNE1|TCF4|ATOH1|BNIP2|SOCS2|IMPACT|TGIF1|MAP1B|DKK1|NKX6-1|RHOA|SH3GL3|ARHGEF2|MEF2C|ECT2|BMP6|HMG20B|GATA2|S100B|GPRC5B|CXCL12|LIN28A|NBL1|BRINP1|EIF4G1|CYB5D2|TRIM32|GDPD5|ADRA2B|ADRA2C|NKX2-5|ASCL1|HOXD3|VWC2|BRINP2|HEYL|BRINP3|CDON|IRX3|RARA|TGIF2|FEZF1|FOXG1|FGF2|FGFR1|DAB1|GDF5|ETV5|DUOXA1|GDF6|ZEB1|TCF12|PROX1|NEUROD1|GDF7|SOX11|SPAG9|APP|NEUROG3|DLX1|DLX2|RNF112|NAP1L2|NRCAM|BMP7|KCTD11|BEND6|BMP2|MMD|SIN3A|SHOC2|FGF20|TCF3|PCP4|TRPC5|TRPC6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,88,ENR,GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,1,1E-3,GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,FALSE,GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION
24,3,3,3,0.999,,1E-3,,CHRNA3|SLC30A1|CHRNB2|ADGRB3|GORASP1|YWHAH|SKOR2|TNIK|CAMK2B|LRP8|RAPGEF2|GPRASP3|PAFAH1B1|CDKL5|EEF2K|EPHA4|HECW1|SDC2|DBN1|SS18L1|GSK3B|HDAC6|NSMF|ANAPC2|RAP2A|PTPRD|CUX1|CAPRIN2|SEMA4D|EPHB2|PQBP1|CUX2|NEDD4L|NUMBL|TBC1D24|DHX36|DPYSL5|RAB21|PARP6|CDKL3|RELN|ANKRD27|STAU2|TLX2|ARMCX5-GPRASP2|LZTS1|NFATC4|KNDC1|NEUROG3|NEDD4|PPP3CA|ITPKA|SARM1|IL1RAPL1|HECW2|CUL7|STK11|BAIAP2|FZD4|CAPRIN1|NR2E1|TRPC5|FBXW8|OBSL1|TRPC6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS,65,ENR,GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS,1,1E-3,GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS,FALSE,GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS
93,3,3,3,0.999,,1E-3,,BMP4|CCL28|CDH1|WNT3A|CFL1|CCN3|HRG|GNA12|AKT1|BMP10|KRT16|CD200|NKX2-1|CD200R1|DAG1|OGT|CD300A|DLC1|GJA1|ADGRB1|ING1|STK24|CD69|CD74|TBX5|OSBPL8|JUP|RRAS|SPRED1|CNN2|MCC|PDCD10|PPARD|CRK|GSK3B|HDAC1|SLURP1|HMGB1|RAP2A|RGCC|CX3CL1|IFITM1|ATP1B2|CXCL12|CXCL13|EMILIN2|GADD45A|EPPIN|ADORA3|BRMS1|CYP19A1|TIE1|DDT|DSG3|CLDN19|TMIGD3|IDH2|DAB2IP|DPEP1|DPP4|IGFBP3|DRD2|ELANE|DUSP10|EMILIN1|PIP5KL1|AGTR2|ARPIN|DNAI3|ADORA1|SPOCK3|AFDN|BCL2|KANK1|PFN2|MMRN2|SP100|GATA3|BRAF|GCSAM|GDF15|SRGAP2C|NR2F2|TACSTD2|TMEFF2|GPR18|ADIPOR1|AP1AR|GREM1|PLCB1|HOXA7|TPM1|CYGB|RBBP4|MCTP1|IL33|SEMG1|ACVR1C|SEMG2|ADAM15|DCN|BMERB1|CLDN3|CLDN5|CLIC4|GNRH1|HDAC5|KLRC4-KLRK1|RAP2C|RNF20|ERBB4|ITGB1BP1|KLRK1|IL24|PTEN|ROBO4|LRCH1|MAGI2|PTPRG|RHOA|STC1|MEF2C|NGFR|MIF|TRIB1|MMP28|NRG3|HDAC6|ADARB1|ARHGAP4|NFE2L2|NBL1|TNF|NEDD9|NF1|ARHGDIB|SFRP2|RABGEF1|PADI2|TBXA2R|CITED2|ING2|SEMA6D|VASH1|PTGER4|NDRG4|NF2|RECK|PTPRJ|PTPRO|SPINT2|RAC1|ARID2|PTPN1|PTPN2|RIN3|IL4|RIPOR2|MEOX2|SHH|ENG|TGFBR1|TCAF1|ARID4A|ARID4B|NISCH|SERPINE1|PLXNB3|ZMYND8|SLAMF8|PTPN23|SLIT2|PIN1|SIN3A|ABHD2|STAP1|MAPK15|TMEM196|MIA3|MITF|APOE|APOH|THBS1|SYNJ2BP|THY1|PATZ1|PPARG|TNFAIP6|BST2|CCDC125|CARD10|MAP2K5|SCAI|WASL|NAV3|CD63|WNT5A|SRGAP1|SRGAP3|CDH11|SERPINB1|IGFBP5|DUSP22|BRMS1L|SAP130|SAP30|SAP30L|SINHCAF|ATP2B4|PTPRK|PTPRR|PTPRT|PTPRU|DNAJA4|TGFBR3|SERPINF1|CLASP1|DLG5|CLASP2|ADGRG1|MYOCD|ANGPT4|LDLRAD4|DLL4|KRIT1|LRP1|STARD13|SRF|SVBP|TET1|LIMCH1|HMOX1|SMAD7|RHOB|PODN|COL3A1|SIN3B|SRGAP2B|SUDS3|MIIP|NEXMIF|CORO1C|FBLN1|NOG|SFRP1|ABHD6|WAS|ALOX15B|ACVRL1|EVL|ANGPT2|JAG1|RNF41|CERS2|CORO1B|ADAMTS9|SRGAP2|HAS1|CHRD|DUSP3|ABCC8|EPHA4|EPPK1|FUZ|RAP2B|BMPR1A|FIGNL2|EPHA1|FRMD5|PTPRM|DACH1|GPR173|GSTP1|TNN|TP53INP1|DUSP1|VCL|HDAC2|MACIR|TIMP1|ZEB2|STAT3|HYAL2|MMRN1|TGFB1|NOTCH1|ARRDC3|FGF2|GHRL|NRP1|GHSR|MARVELD3|DPYSL3|PHLDB2|PLXNA3|CSNK2B|GTPBP4|PRKG1|CYP1B1|ADIPOQ|ROBO1|ROBO2|ADTRP|STK26|AIF1|RYK|SEMA3F|SEMA5A|APOD|NODAL|IL27RA|SLIT1|BCR|BMP5|FOXO3|ADA|NHERF1|C5|KLF4|C5AR2|CTNNA1|CALR|RBBP7|WNT3|WNT4|CCL2|CCL21|SULF1|MECP2|CCL25,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,330,ENR,GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,1,1E-3,GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,FALSE,GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION
24,3,3,3,0.999,,1E-3,,CHRNA3|DOCK10|ABI2|CHRNB2|MINK1|CFL1|CHRNA7|YWHAH|ATG16L1|DIP2A|RERE|CAMK2B|WASL|ATP7A|RAPGEF2|GPRASP3|PAFAH1B1|CDC42|SIPA1L1|PDLIM5|GSK3B|RAP2A|SULT4A1|VLDLR|MAPK8IP2|KLF7|SLITRK5|HPRT1|SLC11A2|DTNBP1|EPHB2|CUX2|NEDD4L|KIDINS220|LZTS3|EFNA1|ELAVL4|NUMBL|KIF1A|PHACTR1|PARP6|CDKL3|CELSR2|ANKRD27|MAP2|TLX2|LZTS1|CC2D1A|SRCIN1|NEUROG3|NLGN1|ARHGAP44|CTNND2|NEDD4|PPFIA2|SHANK1|SHANK3|DLG4|ABITRAM|IL1RAPL1|CDK5|CDK5R1|STK11|BAIAP2|FZD4|CAPRIN1|TANC2|ZNF365|PICALM|SLC30A1|FYN|TRAK1|ADGRB3|TRAK2|ARHGAP33|GORASP1|ITGB1|SKOR2|ABI3|TNIK|DSCAM|CTNNA2|LRP8|PTEN|CDKL5|DCDC2|EEF2K|EPHA4|HECW1|SDC2|DBN1|SS18L1|HDAC6|NSMF|ANAPC2|IGF2BP1|PTPRD|SEMA3A|CUX1|CAPRIN2|SEMA4D|PQBP1|PAK3|TBC1D24|MEF2A|NGEF|NRP1|WNT7A|TMEM106B|DHX36|DPYSL5|MAP6|PTN|ARC|PREX2|RAB21|RAC1|RELN|FARP1|STAU2|ARMCX5-GPRASP2|NFATC4|BTBD3|DVL1|EPHB1|KNDC1|LRP4|TAOK2|PPP3CA|ITPKA|SARM1|TPBG|HECW2|CUL7|LRRK2|ZDHHC15|ABI1|NR2E1|EPHB3|TRPC5|FBXW8|OBSL1|TRPC6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DENDRITE_MORPHOGENESIS,143,ENR,GOBP_DENDRITE_MORPHOGENESIS,1,1E-3,GOBP_DENDRITE_MORPHOGENESIS,FALSE,GOBP_DENDRITE_MORPHOGENESIS
50,3,3,3,0.999,,1E-3,,CHST5|CHST6|CHST7|CHST8|CHST9|ANGPT1|CHSY1|CHSY3|CANT1|CSGALNACT1|ST3GAL2|CSGALNACT2|CYTL1|DSE|EXTL2|FAM20B|FOXL1|NDST2|GLCE|HS2ST1|HS3ST1|HS3ST2|HS3ST3A1|HS3ST3B1|HS3ST4|HS3ST6|HS6ST1|CHST2|HS6ST2|EXTL3|HS6ST3|MUSTN1|NDST1|NDST3|NDST4|HS3ST5|PXYLP1|SLC10A7|CTNNB1|IGF1|SLC35D2|EXT1|TCF7L2|UST|XYLT1|SLC35B2|XYLT2|B3GAT3|B4GALT4|TM9SF2|SLC2A10|BMPR2|EXT2|B3GALT6|GAL3ST4|B3GAT1|ST3GAL1|B3GAT2|ST3GAL3|B3GNT2|B3GNT3|B3GNT4|B3GNT7|ST3GAL6|VANGL2|B4GALT7|B4GAT1|BMPR1B|ST3GAL4|CHPF|CHPF2|CHST1|EXTL1|CHST10|CHST11|CHST12|CHST13|UGDH|CHST14|CHST3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,80,ENR,GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,1,1E-3,GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,FALSE,GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS
157,3,3,3,0.999,,1E-3,,EDDM3A|DBH|MTNR1A|TH|GABRB3|MBD2|NR3C1|HCN1|NCOA1|TAC1|EDNRB|HEXB|P2RX1|THRA|P2RY1|SERPINE2|THRB|KLK14|PTEN|ACVR2A|DRD1|APP|OPRK1|DMRTA1|FUOM|OXT|AVP|DRD5|NHLH2|AVPR1A|UBE2Q1|GAL|CREBRF|FEV|ABAT|PPP1R1B|SLC6A4|PI3|ADA|MAPK8IP2|BRINP1|DDO|NPAS1|ZFY|HDAC2|PPP1R9B|TACR1|SEMG1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REPRODUCTIVE_BEHAVIOR,48,ENR,GOBP_REPRODUCTIVE_BEHAVIOR,1,1E-3,GOBP_REPRODUCTIVE_BEHAVIOR,FALSE,GOBP_REPRODUCTIVE_BEHAVIOR
38,3,3,3,0.999,,1E-3,,FFAR4|SOX13|SIX1|PIM1|TFE3|NAPEPLD|INS|BMP7|HNRNPU|PTGS2|VSTM2A|FNDC5|MAPK14|RREB1|ZBTB7B|METRNL,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,16,ENR,GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,1,1E-3,GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,FALSE,GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION
